PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,Batter,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
11,2026-07-21,18:39:06.02,3,5,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,1,Top,0,2,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.16999,-1.877911,3.346502,2208.29642,169.048004,11:45,5.63481,-1.09035,5.12754,-39.36766,3.39764,-0.45921,0.58187,2.02676,76.53426,-8.935598,3.265311,0.470671,,,,,,,,,,,,0.92894,2.35256,0.77622,50,5.42698,-6.87545,-117.89249,-5.28416,1.33987,17.18248,-28.78071,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,5fc53b10-855d-11f1-a17b-7db4bab88cfd,80.08243,,,4.63574,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:39:06.02,2026-07-21T18:39:06.0222464-05:00,2026-07-21T23:39:06.0222464Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,b0f78bc0-7cd9-4d73-9e95-7996b47f283e,55.37498,-118.67329,8.59124,5.63738,-3.97631,-14.39036,1.09003,-6.93634,0.66993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
12,2026-07-21,18:39:28.23,3,6,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,1,Top,0,3,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.93358,-0.856074,2.154585,2041.294888,144.921452,10:45,5.95989,-0.63261,5.26975,-18.94367,15.56993,-10.18095,3.57649,0.5438,83.21859,-4.391668,0.349654,0.422831,64.12704,21.838305,156.932608,3160.913674,-103.0226,11.51535,38.55312,140.38329,47.01189,159.965377,1.796187,5.68693,8.34847,0.44346,50,5.86802,-4.49504,-131.9418,-2.63722,10.05543,27.27397,-17.41257,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,6cfae230-855d-11f1-a17b-7db4bab88cfd,89.14311,17.32226,,7.71498,,,,0.78857,3.4083,-0.56835,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:39:28.23,2026-07-21T18:39:28.2312704-05:00,2026-07-21T23:39:28.2312704Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,11f6d7f0-7c1b-4716-9c61-16974bcfbc2e,55.22867,-133.01824,13.63699,5.95854,-1.94999,-8.70628,0.6287,-4.8919,5.02771,328.660881,0.78857,-80.32284,4.26163,-0.4307,0.00624,0.03462,-0.02149,0.00792,-0.00114,3.4083,34.98677,-23.67673,2.45056,-0.53966,0.12906,-0.04169,0.01149,-0.00141,-0.56836,34.20733,-5.6782,1.38603,-0.3877,0.17981,-0.09798,0.03222,-0.00436,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
13,2026-07-21,18:39:47.44,3,7,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,1,Top,0,3,2,Sinker,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.21357,-0.628895,1.641943,1987.303293,137.676241,10:30,5.95785,-0.60306,5.40837,-22.96375,12.54028,-10.46217,3.45472,0.06387,82.05159,-4.882073,-0.21878,0.428855,68.61336,22.284881,162.892727,1786.990161,-105.47603,17.73288,31.22177,162.7134,52.56839,163.851318,1.989314,5.70772,6.79528,0.46457,50,5.88596,-3.25266,-129.57999,-2.23602,9.77235,25.30688,-20.53963,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,78765630-855d-11f1-a17b-7db4bab88cfd,87.8909,20.31613,,7.16199,,,,0.99953,3.31788,-0.07223,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:39:47.44,2026-07-21T18:39:47.4473472-05:00,2026-07-21T23:39:47.4473472Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,debd74fb-7f2d-4ab7-aa4d-f60fabfdbc7c,55.09086,-130.57045,12.65344,5.95774,-1.43215,-10.26982,0.59936,-3.63512,4.88617,346.144298,0.99953,-88.99661,6.25369,-0.94756,0.19959,-0.03151,0.00662,-0.00079,1E-05,3.31788,38.16115,-23.08278,2.19107,-0.45782,0.08658,-0.0151,0.00271,-0.00024,-0.07223,27.3913,-3.04002,0.51161,-0.09795,0.01727,-0.00368,0.0006,-3E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
14,2026-07-21,18:40:05.89,3,8,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,1,Top,0,3,2,Curveball,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,79.3238,0.239566,0.977187,2291.88944,354.175215,5:45,5.82679,-0.79429,5.11776,-51.3994,-6.33548,0.7687,1.76921,0.19035,74.0494,-9.002192,1.113502,0.483154,108.51014,7.7436,-47.356593,4074.276862,,,,136.89179,136.89179,-52.435889,1.028708,-0.15252,-2.94921,0.70175,50,5.80841,-1.99803,-115.35715,-1.36461,-0.20824,18.78953,-36.20088,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,8378f0b0-855d-11f1-a17b-7db4bab88cfd,78.01325,6.67736,,5.2744,,,,2.37991,2.1398,-0.39063,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:40:05.89,2026-07-21T18:40:05.8920448-05:00,2026-07-21T23:40:05.8920448Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,6dd32611-723f-48e8-a085-29da5d8a3749,55.38521,-116.23099,9.39477,5.83272,0.31898,-18.10044,0.79445,-1.98835,-0.10412,,2.68856,102.63374,-23.69871,,,,,,,2.32063,18.98318,-20.79376,,,,,,,-0.40428,-115.86395,10.49181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,High,,,
15,2026-07-21,18:40:33.89,3,9,"Diaz, Juan",673215,Left,MIL_MIL1,"Mears, Joshua",687084,Right,LAK_COU10,Undefined,1,Top,0,3,2,Slider,Slider,BallCalled,Walk,Undefined,Undefined,0,0,,82.34563,0.55936,2.180369,2171.449031,246.500153,2:15,5.72584,-0.91498,5.10875,-38.98203,3.23681,4.59508,3.00473,1.52316,75.91922,-6.518544,2.992446,0.467654,,,,,,,,,,,,-1.75752,1.73122,0.70559,50,5.74773,-4.73813,-119.54314,-0.23919,-2.55576,21.98421,-29.65654,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,941ff0d0-855d-11f1-a17b-7db4bab88cfd,80.59902,,,6.4264,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:40:33.89,2026-07-21T18:40:33.8996224-05:00,2026-07-21T23:40:33.8996224Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,5d6b89d4-6db7-416e-9426-c865ffc762e1,55.39278,-120.53081,10.9921,5.72855,1.09316,-14.82827,0.91588,-4.62331,-1.27788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
16,2026-07-21,18:41:58.53,4,1,"Diaz, Juan",673215,Left,MIL_MIL1,"Garcia, Anthony",678803,Right,LAK_COU10,Undefined,1,Top,0,0,0,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,81.13337,-0.450466,4.190551,2253.817385,163.991673,11:30,5.66906,-2.43442,5.14611,-39.84427,3.1965,-0.6013,1.92345,1.46789,75.88501,-7.630282,4.084512,0.472184,,,,,,,,,,,,1.23634,2.02043,2.04218,50,5.59572,-8.59976,-117.70458,-2.3588,1.76838,18.24487,-29.28415,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,c6a30060-855d-11f1-a17b-7db4bab88cfd,79.82573,,,5.24836,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:41:58.53,2026-07-21T18:41:58.5347584-05:00,2026-07-21T23:41:58.5347584Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,e5206bec-032f-4cee-a5d0-db08fb05f511,55.35497,-118.53172,9.12244,5.67256,-1.03118,-14.64208,2.43387,-8.67993,0.88419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
17,2026-07-21,18:42:14.94,4,2,"Diaz, Juan",673215,Left,MIL_MIL1,"Garcia, Anthony",678803,Right,LAK_COU10,Undefined,1,Top,0,1,0,Slider,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,80.49534,1.342446,2.345845,2192.716741,279.14809,3:15,5.66206,-2.29899,5.03121,-42.9051,0.92465,1.27374,3.35452,0.02169,74.98817,-6.401086,2.570582,0.476492,,,,,,,,,,,,-0.10421,0.48095,2.07362,50,5.75558,-4.84282,-116.93824,1.17754,-0.14692,18.29041,-31.49596,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,d0685ff0-855d-11f1-a17b-7db4bab88cfd,79.10399,,,5.50718,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:42:14.94,2026-07-21T18:42:14.9459968-05:00,2026-07-21T23:42:14.9459968Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,ddd2652d-0b82-440f-a766-e0a0c1b2d366,55.46998,-117.79069,9.1452,5.66649,2.64547,-15.74798,2.29917,-4.83597,-0.07346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
18,2026-07-21,18:42:33.89,4,3,"Diaz, Juan",673215,Left,MIL_MIL1,"Garcia, Anthony",678803,Right,LAK_COU10,Undefined,1,Top,0,1,1,Slider,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,79.92145,1.0302,1.48082,2152.551536,230.96095,1:45,5.64744,-2.4136,4.95923,-41.53345,3.39303,2.59776,3.16004,-0.7978,73.83328,-6.490373,1.939007,0.482417,,,,,,,,,,,,-0.91598,1.79811,2.26795,50,5.71292,-3.10778,-116.03351,0.58093,-1.26007,19.87988,-29.70052,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,dbb263b0-855d-11f1-a17b-7db4bab88cfd,78.13247,,,6.08817,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:42:33.89,2026-07-21T18:42:33.8946560-05:00,2026-07-21T23:42:33.8946560Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,10d283a4-e15b-4d86-9c53-fe88f0bb7767,55.54028,-116.97888,9.93994,5.65171,1.9933,-14.85026,2.41431,-3.04785,-0.63003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
19,2026-07-21,18:42:50.52,4,4,"Diaz, Juan",673215,Left,MIL_MIL1,"Garcia, Anthony",678803,Right,LAK_COU10,Undefined,1,Top,0,1,2,Slider,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,80.4106,-0.05061,3.670785,2261.132717,254.505814,2:30,5.64107,-2.31937,5.07466,-41.97569,2.25933,3.71457,2.09529,1.4555,74.67012,-7.62288,4.32549,0.47869,,,,,,,,,,,,-0.94866,1.49492,1.96782,50,5.60284,-7.63376,-116.61769,-1.61437,-1.3207,19.68777,-30.09287,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,e59c8950-855d-11f1-a17b-7db4bab88cfd,78.74077,,,5.74048,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:42:50.52,2026-07-21T18:42:50.5260544-05:00,2026-07-21T23:42:50.5260544Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,d66e24dd-7873-45ce-af95-82aa8d01e349,55.42558,-117.53008,9.84388,5.64534,-0.21977,-15.04644,2.32018,-7.57256,-0.66035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
20,2026-07-21,18:43:06.39,4,5,"Diaz, Juan",673215,Left,MIL_MIL1,"Garcia, Anthony",678803,Right,LAK_COU10,Undefined,1,Top,0,2,2,Fastball,Four-Seam,StrikeCalled,Strikeout,Undefined,Undefined,0,0,,91.73033,-2.747902,2.814494,2001.477196,147.058795,11:00,5.95701,-1.93629,5.29259,-18.19812,15.89993,-9.58154,1.8553,-0.09,83.81168,-6.142929,1.115944,0.420278,,,,,,,,,,,,5.59177,9.06481,1.6873,50,5.69359,-6.08637,-132.85046,-7.01823,9.99092,28.52728,-15.97779,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,ef06a980-855d-11f1-a17b-7db4bab88cfd,89.68464,,,7.91864,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:43:06.39,2026-07-21T18:43:06.3984640-05:00,2026-07-21T23:43:06.3984640Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,04e66e43-3e2e-48d8-b8b0-7fcc67394711,55.20539,-133.96356,14.26364,5.95527,-6.39479,-7.98889,1.93239,-6.4762,4.99546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
21,2026-07-21,18:43:40.16,5,1,"Diaz, Juan",673215,Left,MIL_MIL1,"Feliciano, Mario",666128,Right,LAK_COU10,Undefined,1,Top,1,0,0,Slider,Slider,InPlay,Undefined,LineDrive,Double,0,3,,81.01244,0.124036,0.891476,2201.23402,249.120295,2:15,5.60525,-1.0689,5.06192,-41.28301,2.28882,2.6887,2.28197,-0.00415,74.89964,-7.35237,1.367166,0.475088,108.8969,21.281098,-14.025257,1737.85772,106.34582,43.01867,-28.11642,350.68288,349.65836,-16.683251,4.607793,-1.12035,1.43146,0.98191,50,5.58393,-1.94148,-117.68213,-1.23917,-1.58249,20.82588,-30.15217,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,032eba10-855e-11f1-a17b-7db4bab88cfd,79.33775,65.84113,,6.11281,,,,1.51184,2.33034,0.00099,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:43:40.16,2026-07-21T18:43:40.1689600-05:00,2026-07-21T23:43:40.1689600Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,1412f004-6e30-462d-bb73-2708ae0272c8,55.43868,-118.64069,10.41294,5.60902,0.14866,-15.07608,1.06959,-1.86864,-0.79124,168.333461,1.51195,144.38244,-35.06926,8.94345,-2.09214,0.42717,-0.06506,0.00607,-0.00025,2.33075,57.95997,-12.93608,-0.71427,0.47797,-0.13731,0.02167,-0.00152,2E-05,0.00077,-36.0624,5.18371,-0.65185,0.01634,0.02051,-0.006,0.00082,-5E-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
22,2026-07-21,18:44:29.44,6,1,"Diaz, Juan",673215,Left,MIL_MIL1,"Zimmermann, Peter",1000408665,Right,LAK_COU10,Undefined,1,Top,1,0,0,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,80.70901,-0.781509,0.950106,1591.053579,105.438813,9:30,5.57838,-1.25646,4.96641,-39.51258,4.69319,-12.15367,1.54729,-1.37169,74.46579,-7.932663,-1.197694,0.478532,,,,,,,,,,,,6.27559,2.9361,1.17506,50,5.47043,-1.42918,-117.15774,-3.0392,8.76124,21.21182,-28.07499,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,209016d0-855e-11f1-a17b-7db4bab88cfd,78.76681,,,6.24322,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:44:29.44,2026-07-21T18:44:29.4461952-05:00,2026-07-21T23:44:29.4461952Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,2656d375-a752-4a0b-900d-6de206fc7f89,55.53272,-118.15521,10.60591,5.5823,-1.71899,-14.0375,1.25195,-1.84117,4.38062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
23,2026-07-21,18:44:44.19,6,2,"Diaz, Juan",673215,Left,MIL_MIL1,"Zimmermann, Peter",1000408665,Right,LAK_COU10,Undefined,1,Top,1,1,0,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,89.43891,-1.3584,1.835847,2012.489746,149.578311,11:00,5.8587,-0.9239,5.44189,-18.30379,17.50914,-9.55788,3.06058,-0.00084,81.08122,-4.816369,0.135464,0.430716,70.37845,21.282874,168.714513,2334.570976,-107.72399,15.28983,22.2584,154.25277,60.70761,168.372317,1.864143,5.38382,9.59304,0.76848,50,5.7264,-3.72988,-129.66233,-3.66669,9.09081,29.17549,-15.97579,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,2953e4e0-855e-11f1-a17b-7db4bab88cfd,87.51107,18.46949,,8.35768,,,,0.77824,2.95942,0.00984,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:44:44.19,2026-07-21T18:44:44.1980928-05:00,2026-07-21T23:44:44.1980928Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,ada0d3c5-0b4d-4ec5-9094-cc435b296293,55.05544,-130.79492,14.58775,5.85671,-3.04652,-7.98789,0.92012,-4.08278,4.5454,7.581446,0.77824,-94.32213,7.21198,-0.2724,0.00096,0.09497,-0.07885,0.03539,-0.00646,2.95942,37.46695,-24.44043,2.53089,-0.53969,0.16134,-0.05679,0.01731,-0.00241,0.00984,18.82249,-0.66839,-0.34047,0.09612,-0.06433,0.03902,-0.01548,0.00261,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
24,2026-07-21,18:45:01.80,6,3,"Diaz, Juan",673215,Left,MIL_MIL1,"Zimmermann, Peter",1000408665,Right,LAK_COU10,Undefined,1,Top,1,1,1,ChangeUp,Changeup,InPlay,Undefined,GroundBall,Error,0,0,,80.42043,1.269464,1.467212,1650.292022,81.45087,8:45,5.54306,-1.3582,4.94063,-45.05333,-0.20406,-10.87111,2.98895,-0.87719,73.55695,-6.895584,-0.450823,0.482002,69.86018,-59.864835,-86.450178,,,,,1.49986,1.27285,-32.03006,0.03413,5.81851,-0.08028,1.22524,50,5.62892,-2.5297,-116.6404,0.92611,7.99968,22.35144,-32.28443,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,33da7190-855e-11f1-a17b-7db4bab88cfd,78.19969,3.03803,,6.86348,,,,1.16234,3.03803,0.96472,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:45:01.80,2026-07-21T18:45:01.8022912-05:00,2026-07-21T23:45:01.8022912Z,GroundBall,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,b5098ef2-5547-4cca-9f53-0c9e01d6e71c,55.55911,-117.70085,11.17572,5.54864,2.45783,-16.14222,1.35427,-2.90924,3.99984,,1.16226,3.19934,,,,,,,,3.04023,-89.01283,,,,,,,,0.96599,-51.5728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
25,2026-07-21,18:45:39.58,7,1,"Diaz, Juan",673215,Left,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,1,Top,1,0,0,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.08509,-2.411653,2.534091,1997.559428,139.723165,10:45,5.79387,-0.9525,5.33924,-22.71757,12.19579,-9.46875,1.63476,0.63727,83.21456,-6.590317,0.852798,0.425272,,,,,,,,,,,,5.4367,7.04532,0.73104,50,5.55985,-5.36739,-130.70398,-6.33577,9.49492,25.07802,-19.86978,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,4a5572d0-855e-11f1-a17b-7db4bab88cfd,88.63126,,,6.87053,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:45:39.58,2026-07-21T18:45:39.5885568-05:00,2026-07-21T23:45:39.5885568Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,1655d329-ffa8-41fb-9449-72cb2692a2e3,55.16115,-131.69052,12.53901,5.79371,-5.55412,-9.93489,0.94954,-5.74091,4.74746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
26,2026-07-21,18:46:00.51,7,2,"Diaz, Juan",673215,Left,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,1,Top,1,0,1,ChangeUp,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.74068,-1.096723,3.314106,1566.484682,75.506206,8:30,5.55578,-1.32263,5.20292,-47.15337,-1.83319,-12.76205,0.59301,0.73426,73.29106,-9.623372,1.05071,0.484526,,,,,,,,,,,,7.40882,-0.26587,1.02584,50,5.41803,-6.18509,-115.56879,-3.87578,9.98261,22.28904,-32.53229,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,56d25140-855e-11f1-a17b-7db4bab88cfd,77.7924,,,6.44962,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:46:00.51,2026-07-21T18:46:00.5135872-05:00,2026-07-21T23:46:00.5135872Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,dde68526-82d2-4773-93c0-1a03ffbaac80,55.29816,-116.58614,11.14452,5.56104,-2.39091,-16.26615,1.31855,-6.64073,4.99131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
27,2026-07-21,18:46:28.18,7,3,"Diaz, Juan",673215,Left,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,1,Top,1,1,1,Fastball,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.23054,-1.106853,2.355568,1947.269906,149.671069,11:00,5.84628,-0.84162,5.51031,-19.63883,15.24883,-8.26166,3.17365,0.67392,82.30857,-4.788563,0.884644,0.425116,,,,,,,,,,,,4.81433,8.3378,0.64175,50,5.73671,-5.00917,-130.86416,-3.18695,8.34148,27.83772,-17.72766,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,67506ca0-855e-11f1-a17b-7db4bab88cfd,88.66391,,,7.92197,,,,,,,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:46:28.18,2026-07-21T18:46:28.1813504-05:00,2026-07-21T23:46:28.1813504Z,,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,9c140522-c8e8-4ddf-beb5-9c7135f10189,54.98648,-131.92063,13.91886,5.8449,-2.51417,-8.86383,0.83786,-5.32574,4.17074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
28,2026-07-21,18:46:49.73,7,4,"Diaz, Juan",673215,Left,MIL_MIL1,"Fuecker, Cole",1000116013,Right,LAK_COU10,Undefined,1,Top,1,1,2,Fastball,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,90.34946,-1.258301,2.092514,1935.746381,152.332166,11:00,5.94343,-0.67281,5.68798,-19.60375,14.85395,-7.22103,3.13603,0.6766,82.67833,-4.936513,0.802197,0.422488,70.66734,18.29856,170.694206,2064.575564,-108.60016,10.38735,17.49138,142.57735,62.44864,170.738035,1.627185,4.26646,8.23146,0.50147,50,5.8254,-4.48063,-131.15298,-3.52666,7.44009,27.43033,-17.81963,MIL_MIL1,LAK_COU10,FranklinField,American Association,AABL,20260721-FranklinField-1,7426b5b0-855e-11f1-a17b-7db4bab88cfd,89.21536,14.86396,,7.67113,,,,0.38136,3.14798,-0.65834,d30aaa50-e40a-4800-9d68-81ee7d48104e,2026-07-21,23:46:49.73,2026-07-21T18:46:49.7392640-05:00,2026-07-21T23:46:49.7392640Z,LineDrive,v3,,,,"Waddell, Chase",1000233818,Right,MIL_MIL1,21cbcee3-1be3-417d-9f9b-a2cbad3de79f,54.81083,-132.15533,13.71516,5.94237,-2.87551,-8.90982,0.67016,-4.7525,3.72004,2.476555,0.38138,-97.11063,7.16505,-0.834,0.38714,-0.17325,0.05323,-0.00508,-0.00067,3.14801,32.53762,-23.94628,1.99146,-0.15376,0.04684,-0.11792,0.06972,-0.01307,-0.65834,15.91275,-0.93821,0.10739,-0.0722,0.03115,-0.00445,-0.00223,0.00071,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
